query_id	doc_id		doc_score_a
114		1232		2
114		1237		2
114		1238		2
114		1241		2
114		1257		2
114		1269		2
114		1272		2
114		1278		2
114		1288		2
114		1302		2
114		1307		2
114		1312		2
114		1326		2
114		1345		2
114		1346		2
114		1351		2
114		1357		2
114		1366		2
114		1379		2
114		1384		2
114		1394		2
114		1397		2
114		1398		2
114		3		1
114		4		1
114		18		1
114		19		1
114		20		1
114		21		1
114		22		1
114		23		1
114		26		1
114		31		1
114		41		1
114		42		1
114		53		1
114		61		1
114		64		1
114		67		1
114		74		1
114		81		1
114		86		1
114		98		1
114		102		1
114		103		1
114		106		1
114		107		1
114		117		1
114		125		1
114		126		1
114		130		1
114		137		1
114		161		1
114		175		1
114		176		1
114		181		1
114		192		1
114		194		1
114		208		1
114		209		1
114		215		1
114		219		1
114		220		1
114		228		1
114		240		1
114		242		1
114		243		1
114		250		1
114		254		1
114		256		1
114		260		1
114		262		1
114		263		1
114		269		1
114		279		1
114		286		1
114		291		1
114		295		1
114		298		1
114		302		1
114		303		1
114		306		1
114		310		1
114		323		1
114		324		1
114		326		1
114		327		1
114		340		1
114		343		1
114		347		1
114		361		1
114		378		1
114		382		1
114		386		1
114		388		1
114		389		1
114		393		1
114		394		1
114		402		1
114		407		1
114		409		1
114		418		1
114		419		1
114		430		1
114		437		1
114		447		1
114		480		1
114		484		1
114		490		1
114		506		1
114		507		1
114		512		1
114		513		1
114		514		1
114		528		1
114		531		1
114		533		1
114		534		1
114		548		1
114		555		1
114		560		1
114		565		1
114		569		1
114		577		1
114		591		1
114		603		1
114		607		1
114		610		1
114		611		1
114		614		1
114		620		1
114		621		1
114		627		1
114		629		1
114		630		1
114		635		1
114		636		1
114		639		1
114		645		1
114		646		1
114		651		1
114		664		1
114		690		1
114		694		1
114		695		1
114		707		1
114		708		1
114		711		1
114		715		1
114		724		1
114		744		1
114		747		1
114		751		1
114		754		1
114		765		1
114		776		1
114		807		1
114		808		1
114		810		1
114		817		1
114		829		1
114		830		1
114		831		1
114		834		1
114		847		1
114		848		1
114		850		1
114		852		1
114		855		1
114		863		1
114		865		1
114		866		1
114		867		1
114		870		1
114		871		1
114		876		1
114		877		1
114		906		1
114		908		1
114		915		1
114		922		1
114		931		1
114		935		1
114		936		1
114		937		1
114		939		1
114		949		1
114		953		1
114		956		1
114		957		1
114		959		1
114		961		1
114		964		1
114		968		1
114		972		1
114		979		1
114		1008		1
114		1012		1
114		1014		1
114		1018		1
114		1023		1
114		1025		1
114		1027		1
114		1033		1
114		1034		1
114		1042		1
114		1051		1
114		1057		1
114		1069		1
114		1070		1
114		1075		1
114		1078		1
114		1079		1
114		1081		1
114		1085		1
114		1090		1
114		1094		1
114		1095		1
114		1098		1
114		1100		1
114		1102		1
114		1107		1
114		1109		1
114		1114		1
114		1118		1
114		1121		1
114		1122		1
114		1124		1
114		1125		1
114		1130		1
114		1132		1
114		1135		1
114		1136		1
114		1139		1
114		1142		1
114		1152		1
114		1158		1
114		1161		1
114		1168		1
114		1170		1
114		1172		1
114		1173		1
114		1174		1
114		1181		1
114		1189		1
114		1205		1
114		1206		1
114		1208		1
114		1209		1
114		1210		1
114		1211		1
114		1215		1
114		1230		1
114		1236		1
114		1249		1
114		1253		1
114		1256		1
114		1258		1
114		1270		1
114		1273		1
114		1276		1
114		1283		1
114		1284		1
114		1285		1
114		1287		1
114		1292		1
114		1296		1
114		1303		1
114		1315		1
114		1344		1
114		1358		1
114		1364		1
114		1370		1
114		1372		1
114		1374		1
114		1376		1
114		1381		1
114		1396		1
114		1399		1
115		44		7
115		51		7
115		72		7
115		73		7
115		486		7
115		662		7
115		94		6
115		102		6
115		123		6
115		184		6
115		274		6
115		342		6
115		344		6
115		365		6
115		540		6
115		565		6
115		625		6
115		826		6
115		927		6
115		933		6
115		1002		6
115		1072		6
115		1213		6
115		1263		6
115		1309		6
115		1375		6
115		1		5
115		2		5
115		29		5
115		50		5
115		57		5
115		74		5
115		81		5
115		82		5
115		84		5
115		87		5
115		89		5
115		120		5
115		128		5
115		131		5
115		173		5
115		177		5
115		193		5
115		252		5
115		261		5
115		262		5
115		293		5
115		304		5
115		334		5
115		349		5
115		364		5
115		375		5
115		390		5
115		421		5
115		433		5
115		442		5
115		466		5
115		527		5
115		549		5
115		552		5
115		554		5
115		572		5
115		576		5
115		623		5
115		655		5
115		658		5
115		665		5
115		695		5
115		773		5
115		782		5
115		892		5
115		912		5
115		959		5
115		975		5
115		997		5
115		1098		5
115		1119		5
115		1159		5
115		1190		5
115		1239		5
115		1271		5
115		1274		5
115		1313		5
115		1319		5
115		7		4
115		8		4
115		9		4
115		14		4
115		23		4
115		24		4
115		28		4
115		33		4
115		34		4
115		37		4
115		45		4
115		56		4
115		62		4
115		79		4
115		80		4
115		105		4
115		110		4
115		133		4
115		135		4
115		139		4
115		144		4
115		145		4
115		160		4
115		163		4
115		165		4
115		170		4
115		174		4
115		176		4
115		179		4
115		182		4
115		185		4
115		186		4
115		187		4
115		188		4
115		189		4
115		195		4
115		197		4
115		198		4
115		201		4
115		205		4
115		212		4
115		219		4
115		232		4
115		243		4
115		246		4
115		260		4
115		267		4
115		272		4
115		284		4
115		287		4
115		288		4
115		294		4
115		297		4
115		305		4
115		314		4
115		317		4
115		324		4
115		328		4
115		329		4
115		347		4
115		366		4
115		371		4
115		381		4
115		393		4
115		395		4
115		406		4
115		417		4
115		435		4
115		449		4
115		464		4
115		495		4
115		497		4
115		513		4
115		519		4
115		522		4
115		529		4
115		535		4
115		542		4
115		553		4
115		560		4
115		566		4
115		567		4
115		571		4
115		579		4
115		601		4
115		610		4
115		627		4
115		629		4
115		634		4
115		635		4
115		638		4
115		651		4
115		666		4
115		667		4
115		689		4
115		692		4
115		693		4
115		700		4
115		710		4
115		711		4
115		746		4
115		757		4
115		763		4
115		797		4
115		799		4
115		811		4
115		818		4
115		828		4
115		838		4
115		857		4
115		859		4
115		872		4
115		875		4
115		887		4
115		894		4
115		899		4
115		928		4
115		972		4
115		983		4
115		987		4
115		991		4
115		992		4
115		993		4
115		994		4
115		996		4
115		1004		4
115		1008		4
115		1039		4
115		1040		4
115		1066		4
115		1068		4
115		1074		4
115		1075		4
115		1082		4
115		1083		4
115		1092		4
115		1093		4
115		1097		4
115		1100		4
115		1104		4
115		1106		4
115		1144		4
115		1153		4
115		1156		4
115		1164		4
115		1165		4
115		1173		4
115		1177		4
115		1191		4
115		1205		4
115		1220		4
115		1222		4
115		1225		4
115		1227		4
115		1235		4
115		1243		4
115		1246		4
115		1247		4
115		1249		4
115		1253		4
115		1277		4
115		1280		4
115		1281		4
115		1295		4
115		1320		4
115		1323		4
115		1326		4
115		1341		4
115		1349		4
115		1354		4
115		1361		4
115		1367		4
115		1371		4
115		1377		4
115		1381		4
115		1393		4
115		1395		4
115		1400		4
115		4		3
115		6		3
115		11		3
115		12		3
115		13		3
115		19		3
115		21		3
115		25		3
115		26		3
115		30		3
115		35		3
115		36		3
115		40		3
115		42		3
115		49		3
115		52		3
115		55		3
115		60		3
115		61		3
115		77		3
115		78		3
115		85		3
115		90		3
115		96		3
115		97		3
115		98		3
115		99		3
115		104		3
115		116		3
115		124		3
115		126		3
115		129		3
115		132		3
115		140		3
115		142		3
115		147		3
115		149		3
115		157		3
115		159		3
115		175		3
115		199		3
115		202		3
115		204		3
115		207		3
115		213		3
115		214		3
115		216		3
115		222		3
115		225		3
115		228		3
115		229		3
115		233		3
115		240		3
115		244		3
115		245		3
115		265		3
115		266		3
115		269		3
115		270		3
115		280		3
115		283		3
115		300		3
115		303		3
115		306		3
115		308		3
115		312		3
115		315		3
115		325		3
115		332		3
115		339		3
115		363		3
115		370		3
115		372		3
115		374		3
115		377		3
115		398		3
115		401		3
115		423		3
115		427		3
115		432		3
115		434		3
115		436		3
115		444		3
115		445		3
115		448		3
115		453		3
115		455		3
115		458		3
115		462		3
115		463		3
115		465		3
115		469		3
115		470		3
115		481		3
115		489		3
115		490		3
115		494		3
115		511		3
115		518		3
115		538		3
115		547		3
115		550		3
115		562		3
115		564		3
115		569		3
115		570		3
115		574		3
115		575		3
115		577		3
115		580		3
115		583		3
115		586		3
115		587		3
115		588		3
115		590		3
115		603		3
115		604		3
115		606		3
115		618		3
115		633		3
115		636		3
115		645		3
115		646		3
115		657		3
115		661		3
115		672		3
115		673		3
115		679		3
115		682		3
115		683		3
115		690		3
115		694		3
115		696		3
115		697		3
115		699		3
115		701		3
115		707		3
115		712		3
115		713		3
115		715		3
115		730		3
115		733		3
115		739		3
115		749		3
115		754		3
115		766		3
115		772		3
115		780		3
115		781		3
115		784		3
115		792		3
115		796		3
115		798		3
115		801		3
115		808		3
115		809		3
115		812		3
115		815		3
115		822		3
115		825		3
115		827		3
115		830		3
115		845		3
115		855		3
115		858		3
115		863		3
115		869		3
115		870		3
115		873		3
115		893		3
115		902		3
115		905		3
115		907		3
115		917		3
115		932		3
115		937		3
115		939		3
115		940		3
115		941		3
115		946		3
115		953		3
115		958		3
115		960		3
115		963		3
115		966		3
115		970		3
115		971		3
115		974		3
115		980		3
115		981		3
115		986		3
115		999		3
115		1001		3
115		1013		3
115		1019		3
115		1031		3
115		1047		3
115		1051		3
115		1056		3
115		1061		3
115		1062		3
115		1078		3
115		1081		3
115		1091		3
115		1094		3
115		1095		3
115		1107		3
115		1108		3
115		1110		3
115		1145		3
115		1147		3
115		1149		3
115		1161		3
115		1163		3
115		1166		3
115		1172		3
115		1179		3
115		1181		3
115		1185		3
115		1192		3
115		1194		3
115		1198		3
115		1200		3
115		1201		3
115		1204		3
115		1207		3
115		1211		3
115		1217		3
115		1219		3
115		1224		3
115		1230		3
115		1231		3
115		1236		3
115		1237		3
115		1241		3
115		1244		3
115		1248		3
115		1250		3
115		1252		3
115		1264		3
115		1265		3
115		1272		3
115		1273		3
115		1279		3
115		1282		3
115		1283		3
115		1290		3
115		1303		3
115		1305		3
115		1307		3
115		1310		3
115		1311		3
115		1317		3
115		1333		3
115		1335		3
115		1336		3
115		1337		3
115		1338		3
115		1342		3
115		1343		3
115		1346		3
115		1350		3
115		1352		3
115		1353		3
115		1362		3
115		1364		3
115		1373		3
115		1379		3
115		1380		3
115		1383		3
115		1386		3
115		1387		3
115		20		2
115		22		2
115		27		2
115		39		2
115		53		2
115		54		2
115		58		2
115		59		2
115		66		2
115		68		2
115		69		2
115		88		2
115		91		2
115		92		2
115		93		2
115		95		2
115		101		2
115		107		2
115		115		2
115		117		2
115		118		2
115		119		2
115		125		2
115		138		2
115		141		2
115		152		2
115		155		2
115		156		2
115		164		2
115		166		2
115		168		2
115		169		2
115		171		2
115		172		2
115		180		2
115		181		2
115		190		2
115		192		2
115		206		2
115		208		2
115		209		2
115		210		2
115		211		2
115		215		2
115		217		2
115		220		2
115		227		2
115		230		2
115		242		2
115		251		2
115		256		2
115		258		2
115		259		2
115		264		2
115		268		2
115		276		2
115		292		2
115		295		2
115		296		2
115		299		2
115		307		2
115		309		2
115		310		2
115		311		2
115		316		2
115		318		2
115		319		2
115		320		2
115		322		2
115		323		2
115		326		2
115		327		2
115		330		2
115		333		2
115		335		2
115		338		2
115		340		2
115		346		2
115		348		2
115		350		2
115		351		2
115		352		2
115		353		2
115		362		2
115		369		2
115		373		2
115		378		2
115		379		2
115		380		2
115		383		2
115		385		2
115		387		2
115		388		2
115		389		2
115		391		2
115		396		2
115		397		2
115		400		2
115		404		2
115		407		2
115		410		2
115		414		2
115		422		2
115		437		2
115		441		2
115		443		2
115		450		2
115		454		2
115		456		2
115		472		2
115		474		2
115		476		2
115		484		2
115		485		2
115		491		2
115		493		2
115		496		2
115		500		2
115		501		2
115		503		2
115		504		2
115		505		2
115		506		2
115		516		2
115		526		2
115		528		2
115		531		2
115		533		2
115		534		2
115		536		2
115		537		2
115		539		2
115		541		2
115		546		2
115		548		2
115		559		2
115		561		2
115		563		2
115		573		2
115		578		2
115		584		2
115		585		2
115		591		2
115		593		2
115		597		2
115		600		2
115		602		2
115		607		2
115		614		2
115		620		2
115		624		2
115		626		2
115		628		2
115		641		2
115		642		2
115		643		2
115		644		2
115		649		2
115		650		2
115		653		2
115		656		2
115		660		2
115		663		2
115		668		2
115		675		2
115		677		2
115		680		2
115		685		2
115		686		2
115		688		2
115		706		2
115		709		2
115		714		2
115		721		2
115		726		2
115		740		2
115		741		2
115		743		2
115		747		2
115		751		2
115		759		2
115		764		2
115		767		2
115		769		2
115		785		2
115		789		2
115		794		2
115		800		2
115		803		2
115		804		2
115		814		2
115		816		2
115		820		2
115		831		2
115		833		2
115		836		2
115		841		2
115		843		2
115		844		2
115		847		2
115		850		2
115		856		2
115		860		2
115		864		2
115		865		2
115		871		2
115		876		2
115		878		2
115		886		2
115		889		2
115		896		2
115		901		2
115		908		2
115		909		2
115		919		2
115		921		2
115		926		2
115		929		2
115		930		2
115		942		2
115		943		2
115		944		2
115		945		2
115		952		2
115		961		2
115		962		2
115		964		2
115		976		2
115		979		2
115		982		2
115		989		2
115		998		2
115		1003		2
115		1007		2
115		1009		2
115		1014		2
115		1018		2
115		1028		2
115		1030		2
115		1053		2
115		1055		2
115		1063		2
115		1064		2
115		1065		2
115		1073		2
115		1076		2
115		1077		2
115		1080		2
115		1096		2
115		1099		2
115		1101		2
115		1112		2
115		1114		2
115		1116		2
115		1122		2
115		1128		2
115		1130		2
115		1138		2
115		1139		2
115		1141		2
115		1142		2
115		1146		2
115		1148		2
115		1154		2
115		1155		2
115		1157		2
115		1162		2
115		1169		2
115		1171		2
115		1183		2
115		1184		2
115		1186		2
115		1195		2
115		1199		2
115		1202		2
115		1203		2
115		1206		2
115		1209		2
115		1210		2
115		1212		2
115		1215		2
115		1218		2
115		1221		2
115		1223		2
115		1229		2
115		1232		2
115		1233		2
115		1242		2
115		1251		2
115		1255		2
115		1257		2
115		1259		2
115		1260		2
115		1268		2
115		1287		2
115		1289		2
115		1294		2
115		1296		2
115		1297		2
115		1300		2
115		1301		2
115		1315		2
115		1316		2
115		1321		2
115		1322		2
115		1324		2
115		1328		2
115		1330		2
115		1331		2
115		1332		2
115		1334		2
115		1339		2
115		1345		2
115		1351		2
115		1355		2
115		1366		2
115		1370		2
115		1390		2
115		1391		2
115		1394		2
115		3		1
115		5		1
115		15		1
115		16		1
115		17		1
115		18		1
115		38		1
115		43		1
115		46		1
115		48		1
115		63		1
115		64		1
115		65		1
115		70		1
115		71		1
115		75		1
115		83		1
115		86		1
115		100		1
115		103		1
115		106		1
115		108		1
115		109		1
115		112		1
115		114		1
115		121		1
115		122		1
115		130		1
115		134		1
115		146		1
115		148		1
115		150		1
115		151		1
115		153		1
115		154		1
115		158		1
115		161		1
115		167		1
115		183		1
115		191		1
115		196		1
115		203		1
115		218		1
115		221		1
115		224		1
115		231		1
115		234		1
115		236		1
115		237		1
115		239		1
115		241		1
115		247		1
115		248		1
115		249		1
115		254		1
115		257		1
115		263		1
115		273		1
115		275		1
115		277		1
115		278		1
115		281		1
115		282		1
115		285		1
115		286		1
115		289		1
115		290		1
115		291		1
115		298		1
115		302		1
115		313		1
115		321		1
115		331		1
115		336		1
115		337		1
115		341		1
115		343		1
115		345		1
115		354		1
115		355		1
115		356		1
115		358		1
115		359		1
115		360		1
115		361		1
115		368		1
115		376		1
115		382		1
115		386		1
115		394		1
115		399		1
115		402		1
115		403		1
115		409		1
115		413		1
115		415		1
115		416		1
115		418		1
115		420		1
115		424		1
115		425		1
115		426		1
115		428		1
115		429		1
115		430		1
115		431		1
115		438		1
115		439		1
115		440		1
115		446		1
115		447		1
115		451		1
115		452		1
115		457		1
115		459		1
115		460		1
115		461		1
115		467		1
115		468		1
115		473		1
115		475		1
115		477		1
115		480		1
115		483		1
115		487		1
115		488		1
115		498		1
115		499		1
115		502		1
115		507		1
115		508		1
115		509		1
115		514		1
115		517		1
115		520		1
115		521		1
115		523		1
115		524		1
115		525		1
115		530		1
115		532		1
115		543		1
115		544		1
115		545		1
115		551		1
115		555		1
115		556		1
115		557		1
115		558		1
115		568		1
115		581		1
115		582		1
115		589		1
115		592		1
115		594		1
115		598		1
115		599		1
115		608		1
115		611		1
115		612		1
115		613		1
115		615		1
115		617		1
115		619		1
115		621		1
115		622		1
115		630		1
115		632		1
115		637		1
115		640		1
115		648		1
115		652		1
115		659		1
115		664		1
115		669		1
115		670		1
115		671		1
115		678		1
115		684		1
115		687		1
115		691		1
115		698		1
115		702		1
115		704		1
115		705		1
115		717		1
115		719		1
115		724		1
115		728		1
115		729		1
115		731		1
115		732		1
115		734		1
115		736		1
115		737		1
115		738		1
115		744		1
115		745		1
115		748		1
115		750		1
115		753		1
115		756		1
115		760		1
115		762		1
115		765		1
115		770		1
115		771		1
115		774		1
115		775		1
115		777		1
115		778		1
115		779		1
115		783		1
115		786		1
115		787		1
115		788		1
115		793		1
115		795		1
115		802		1
115		806		1
115		807		1
115		810		1
115		817		1
115		823		1
115		829		1
115		835		1
115		837		1
115		839		1
115		840		1
115		846		1
115		848		1
115		849		1
115		854		1
115		861		1
115		867		1
115		874		1
115		877		1
115		880		1
115		888		1
115		895		1
115		897		1
115		900		1
115		903		1
115		904		1
115		906		1
115		915		1
115		916		1
115		918		1
115		920		1
115		922		1
115		923		1
115		924		1
115		925		1
115		934		1
115		936		1
115		938		1
115		947		1
115		948		1
115		949		1
115		954		1
115		956		1
115		957		1
115		965		1
115		967		1
115		968		1
115		973		1
115		977		1
115		978		1
115		984		1
115		985		1
115		988		1
115		990		1
115		1006		1
115		1010		1
115		1020		1
115		1024		1
115		1027		1
115		1029		1
115		1032		1
115		1035		1
115		1036		1
115		1037		1
115		1041		1
115		1042		1
115		1043		1
115		1045		1
115		1046		1
115		1052		1
115		1054		1
115		1057		1
115		1058		1
115		1059		1
115		1069		1
115		1084		1
115		1085		1
115		1086		1
115		1087		1
115		1088		1
115		1089		1
115		1103		1
115		1105		1
115		1109		1
115		1111		1
115		1113		1
115		1115		1
115		1124		1
115		1125		1
115		1126		1
115		1129		1
115		1131		1
115		1132		1
115		1137		1
115		1140		1
115		1143		1
115		1150		1
115		1151		1
115		1158		1
115		1167		1
115		1175		1
115		1178		1
115		1180		1
115		1182		1
115		1187		1
115		1188		1
115		1189		1
115		1193		1
115		1196		1
115		1197		1
115		1216		1
115		1226		1
115		1228		1
115		1234		1
115		1238		1
115		1240		1
115		1245		1
115		1254		1
115		1256		1
115		1258		1
115		1261		1
115		1262		1
115		1266		1
115		1267		1
115		1269		1
115		1270		1
115		1275		1
115		1278		1
115		1284		1
115		1286		1
115		1288		1
115		1292		1
115		1293		1
115		1302		1
115		1304		1
115		1306		1
115		1318		1
115		1325		1
115		1327		1
115		1344		1
115		1348		1
115		1356		1
115		1365		1
115		1368		1
115		1374		1
115		1376		1
115		1382		1
115		1385		1
115		1389		1
115		1392		1
115		1396		1
115		1398		1
115		1399		1
116		272		7
116		1106		7
116		522		6
116		1062		6
116		1074		6
116		94		5
116		234		5
116		384		5
116		759		5
116		801		5
116		927		5
116		1038		5
116		1307		5
116		1351		5
116		48		4
116		56		4
116		58		4
116		123		4
116		186		4
116		225		4
116		232		4
116		294		4
116		423		4
116		428		4
116		553		4
116		605		4
116		657		4
116		717		4
116		757		4
116		928		4
116		1040		4
116		1066		4
116		1117		4
116		1136		4
116		1202		4
116		1218		4
116		1274		4
116		1292		4
116		1300		4
116		1319		4
116		1343		4
116		1		3
116		19		3
116		25		3
116		53		3
116		62		3
116		101		3
116		160		3
116		197		3
116		206		3
116		211		3
116		252		3
116		279		3
116		310		3
116		338		3
116		354		3
116		370		3
116		411		3
116		433		3
116		456		3
116		494		3
116		505		3
116		520		3
116		541		3
116		546		3
116		554		3
116		603		3
116		625		3
116		626		3
116		642		3
116		646		3
116		673		3
116		675		3
116		683		3
116		688		3
116		753		3
116		811		3
116		850		3
116		918		3
116		934		3
116		936		3
116		937		3
116		947		3
116		952		3
116		954		3
116		1000		3
116		1002		3
116		1035		3
116		1039		3
116		1041		3
116		1064		3
116		1112		3
116		1135		3
116		1145		3
116		1182		3
116		1188		3
116		1192		3
116		1204		3
116		1213		3
116		1231		3
116		1246		3
116		1259		3
116		1262		3
116		1263		3
116		1271		3
116		1285		3
116		1301		3
116		1303		3
116		1310		3
116		1326		3
116		1339		3
116		1378		3
116		23		2
116		27		2
116		40		2
116		44		2
116		57		2
116		63		2
116		79		2
116		80		2
116		85		2
116		89		2
116		90		2
116		122		2
116		125		2
116		136		2
116		142		2
116		144		2
116		147		2
116		149		2
116		151		2
116		173		2
116		182		2
116		187		2
116		203		2
116		204		2
116		224		2
116		226		2
116		235		2
116		243		2
116		246		2
116		247		2
116		250		2
116		253		2
116		288		2
116		293		2
116		312		2
116		314		2
116		329		2
116		332		2
116		341		2
116		359		2
116		363		2
116		371		2
116		372		2
116		379		2
116		381		2
116		416		2
116		435		2
116		443		2
116		446		2
116		452		2
116		465		2
116		468		2
116		470		2
116		484		2
116		500		2
116		508		2
116		512		2
116		513		2
116		545		2
116		547		2
116		555		2
116		556		2
116		561		2
116		564		2
116		566		2
116		567		2
116		589		2
116		593		2
116		601		2
116		631		2
116		632		2
116		635		2
116		637		2
116		659		2
116		662		2
116		665		2
116		671		2
116		674		2
116		677		2
116		678		2
116		679		2
116		680		2
116		682		2
116		685		2
116		689		2
116		690		2
116		692		2
116		696		2
116		698		2
116		699		2
116		701		2
116		702		2
116		704		2
116		705		2
116		708		2
116		711		2
116		713		2
116		721		2
116		740		2
116		741		2
116		742		2
116		744		2
116		751		2
116		752		2
116		758		2
116		763		2
116		764		2
116		765		2
116		769		2
116		781		2
116		783		2
116		784		2
116		787		2
116		788		2
116		789		2
116		794		2
116		796		2
116		797		2
116		799		2
116		800		2
116		803		2
116		812		2
116		814		2
116		816		2
116		822		2
116		826		2
116		839		2
116		842		2
116		843		2
116		844		2
116		846		2
116		847		2
116		848		2
116		851		2
116		852		2
116		854		2
116		885		2
116		887		2
116		889		2
116		891		2
116		899		2
116		901		2
116		903		2
116		920		2
116		922		2
116		923		2
116		924		2
116		926		2
116		932		2
116		938		2
116		942		2
116		955		2
116		957		2
116		962		2
116		971		2
116		979		2
116		991		2
116		998		2
116		999		2
116		1001		2
116		1004		2
116		1005		2
116		1007		2
116		1032		2
116		1051		2
116		1057		2
116		1059		2
116		1065		2
116		1067		2
116		1075		2
116		1078		2
116		1089		2
116		1090		2
116		1092		2
116		1093		2
116		1104		2
116		1108		2
116		1110		2
116		1118		2
116		1122		2
116		1123		2
116		1126		2
116		1132		2
116		1133		2
116		1147		2
116		1151		2
116		1171		2
116		1173		2
116		1175		2
116		1178		2
116		1183		2
116		1191		2
116		1197		2
116		1206		2
116		1209		2
116		1211		2
116		1224		2
116		1234		2
116		1238		2
116		1239		2
116		1243		2
116		1253		2
116		1256		2
116		1258		2
116		1280		2
116		1283		2
116		1284		2
116		1289		2
116		1293		2
116		1302		2
116		1304		2
116		1305		2
116		1306		2
116		1308		2
116		1309		2
116		1327		2
116		1328		2
116		1329		2
116		1332		2
116		1334		2
116		1347		2
116		1352		2
116		1356		2
116		1380		2
116		1382		2
116		1384		2
116		1385		2
116		1393		2
116		1398		2
116		4		1
116		29		1
116		31		1
116		37		1
116		38		1
116		39		1
116		45		1
116		49		1
116		54		1
116		59		1
116		60		1
116		65		1
116		69		1
116		70		1
116		77		1
116		86		1
116		88		1
116		91		1
116		92		1
116		95		1
116		96		1
116		97		1
116		105		1
116		108		1
116		115		1
116		116		1
116		126		1
116		131		1
116		132		1
116		133		1
116		138		1
116		141		1
116		145		1
116		146		1
116		150		1
116		154		1
116		155		1
116		157		1
116		158		1
116		162		1
116		163		1
116		164		1
116		171		1
116		174		1
116		176		1
116		179		1
116		183		1
116		188		1
116		192		1
116		193		1
116		194		1
116		195		1
116		196		1
116		200		1
116		205		1
116		209		1
116		213		1
116		218		1
116		219		1
116		220		1
116		221		1
116		222		1
116		223		1
116		229		1
116		230		1
116		231		1
116		233		1
116		245		1
116		248		1
116		249		1
116		257		1
116		260		1
116		261		1
116		263		1
116		266		1
116		268		1
116		275		1
116		277		1
116		278		1
116		283		1
116		284		1
116		291		1
116		292		1
116		297		1
116		307		1
116		311		1
116		321		1
116		334		1
116		335		1
116		344		1
116		345		1
116		346		1
116		351		1
116		352		1
116		360		1
116		362		1
116		368		1
116		369		1
116		375		1
116		382		1
116		383		1
116		386		1
116		400		1
116		406		1
116		407		1
116		414		1
116		415		1
116		417		1
116		430		1
116		431		1
116		434		1
116		441		1
116		447		1
116		448		1
116		449		1
116		453		1
116		457		1
116		458		1
116		459		1
116		467		1
116		473		1
116		475		1
116		477		1
116		478		1
116		483		1
116		486		1
116		492		1
116		496		1
116		497		1
116		498		1
116		504		1
116		511		1
116		514		1
116		516		1
116		529		1
116		530		1
116		533		1
116		535		1
116		538		1
116		539		1
116		542		1
116		549		1
116		562		1
116		565		1
116		571		1
116		572		1
116		573		1
116		574		1
116		576		1
116		579		1
116		580		1
116		581		1
116		582		1
116		587		1
116		599		1
116		604		1
116		611		1
116		612		1
116		624		1
116		628		1
116		629		1
116		633		1
116		636		1
116		638		1
116		641		1
116		644		1
116		647		1
116		650		1
116		652		1
116		654		1
116		655		1
116		669		1
116		672		1
116		681		1
116		687		1
116		693		1
116		694		1
116		695		1
116		697		1
116		700		1
116		703		1
116		706		1
116		707		1
116		709		1
116		710		1
116		712		1
116		720		1
116		728		1
116		733		1
116		735		1
116		736		1
116		739		1
116		743		1
116		754		1
116		760		1
116		762		1
116		766		1
116		767		1
116		770		1
116		772		1
116		773		1
116		776		1
116		779		1
116		780		1
116		782		1
116		785		1
116		786		1
116		791		1
116		792		1
116		798		1
116		807		1
116		808		1
116		809		1
116		810		1
116		813		1
116		815		1
116		818		1
116		823		1
116		825		1
116		836		1
116		838		1
116		841		1
116		845		1
116		853		1
116		855		1
116		858		1
116		860		1
116		864		1
116		870		1
116		872		1
116		886		1
116		888		1
116		890		1
116		894		1
116		896		1
116		897		1
116		900		1
116		902		1
116		904		1
116		905		1
116		907		1
116		912		1
116		914		1
116		917		1
116		925		1
116		929		1
116		935		1
116		939		1
116		943		1
116		944		1
116		953		1
116		956		1
116		969		1
116		970		1
116		972		1
116		973		1
116		975		1
116		976		1
116		977		1
116		978		1
116		981		1
116		982		1
116		985		1
116		987		1
116		989		1
116		990		1
116		993		1
116		994		1
116		996		1
116		1006		1
116		1012		1
116		1019		1
116		1021		1
116		1022		1
116		1034		1
116		1036		1
116		1043		1
116		1044		1
116		1045		1
116		1046		1
116		1047		1
116		1048		1
116		1050		1
116		1056		1
116		1068		1
116		1069		1
116		1070		1
116		1071		1
116		1072		1
116		1076		1
116		1079		1
116		1080		1
116		1081		1
116		1082		1
116		1084		1
116		1091		1
116		1095		1
116		1097		1
116		1098		1
116		1100		1
116		1105		1
116		1107		1
116		1111		1
116		1115		1
116		1116		1
116		1119		1
116		1121		1
116		1124		1
116		1125		1
116		1129		1
116		1130		1
116		1134		1
116		1137		1
116		1144		1
116		1146		1
116		1149		1
116		1155		1
116		1156		1
116		1157		1
116		1158		1
116		1159		1
116		1162		1
116		1164		1
116		1170		1
116		1172		1
116		1176		1
116		1177		1
116		1184		1
116		1186		1
116		1190		1
116		1193		1
116		1195		1
116		1199		1
116		1200		1
116		1203		1
116		1205		1
116		1212		1
116		1214		1
116		1216		1
116		1217		1
116		1219		1
116		1220		1
116		1222		1
116		1223		1
116		1225		1
116		1229		1
116		1232		1
116		1233		1
116		1235		1
116		1237		1
116		1242		1
116		1248		1
116		1252		1
116		1255		1
116		1261		1
116		1265		1
116		1266		1
116		1267		1
116		1273		1
116		1276		1
116		1277		1
116		1291		1
116		1294		1
116		1299		1
116		1325		1
116		1330		1
116		1331		1
116		1333		1
116		1336		1
116		1344		1
116		1345		1
116		1346		1
116		1348		1
116		1349		1
116		1355		1
