query_id	doc_id		doc_score_b
130		645		1
130		646		1
130		649		1
130		657		1
130		663		1
130		670		1
130		675		1
130		681		1
130		690		1
130		692		1
130		710		1
130		714		1
130		716		1
130		718		1
130		721		1
130		722		1
130		723		1
130		734		1
130		735		1
130		739		1
130		742		1
130		744		1
130		756		1
130		757		1
130		772		1
130		775		1
130		786		1
130		787		1
130		794		1
130		802		1
130		810		1
130		820		1
130		822		1
130		824		1
130		828		1
130		829		1
130		836		1
130		839		1
130		841		1
130		843		1
130		845		1
130		862		1
130		863		1
130		868		1
130		870		1
130		875		1
130		884		1
130		887		1
130		888		1
130		889		1
130		892		1
130		893		1
130		896		1
130		897		1
130		898		1
130		902		1
130		916		1
130		918		1
130		919		1
130		939		1
130		952		1
130		956		1
130		957		1
130		960		1
130		972		1
130		974		1
130		975		1
130		985		1
130		986		1
130		992		1
130		994		1
130		998		1
130		1003		1
130		1005		1
130		1006		1
130		1007		1
130		1013		1
130		1014		1
130		1022		1
130		1027		1
130		1037		1
130		1042		1
130		1043		1
130		1051		1
130		1055		1
130		1058		1
130		1060		1
130		1065		1
130		1067		1
130		1068		1
130		1069		1
130		1076		1
130		1077		1
130		1101		1
130		1105		1
130		1108		1
130		1113		1
130		1117		1
130		1118		1
130		1122		1
130		1129		1
130		1134		1
130		1138		1
130		1140		1
130		1149		1
130		1156		1
130		1166		1
130		1168		1
130		1179		1
130		1180		1
130		1181		1
130		1183		1
130		1188		1
130		1194		1
130		1195		1
130		1198		1
130		1205		1
130		1209		1
130		1215		1
130		1231		1
130		1236		1
130		1239		1
130		1240		1
130		1241		1
130		1245		1
130		1246		1
130		1247		1
130		1251		1
130		1261		1
130		1270		1
130		1271		1
130		1277		1
130		1283		1
130		1287		1
130		1289		1
130		1295		1
130		1313		1
130		1314		1
130		1315		1
130		1325		1
130		1327		1
130		1329		1
130		1330		1
130		1340		1
130		1343		1
130		1357		1
130		1358		1
130		1362		1
130		1375		1
130		1377		1
130		1399		1
131		1019		27
131		950		24
131		1025		24
131		1024		20
131		1017		18
131		1028		16
131		1034		16
131		168		15
131		234		15
131		767		15
131		1066		15
131		928		14
131		1018		14
131		927		13
131		1012		13
131		1015		13
131		1020		13
131		1313		13
131		805		12
131		837		12
131		1021		12
131		441		11
131		518		11
131		572		11
131		1013		11
131		1075		11
131		1213		11
131		1229		11
131		199		10
131		330		10
131		346		10
131		952		10
131		1023		10
131		1242		10
131		1335		10
131		158		9
131		165		9
131		294		9
131		522		9
131		544		9
131		546		9
131		739		9
131		806		9
131		869		9
131		1026		9
131		1051		9
131		1156		9
131		1204		9
131		1317		9
131		1363		9
131		9		8
131		29		8
131		206		8
131		267		8
131		721		8
131		727		8
131		760		8
131		781		8
131		866		8
131		891		8
131		899		8
131		1016		8
131		1022		8
131		1039		8
131		1074		8
131		1118		8
131		1122		8
131		1125		8
131		1199		8
131		1225		8
131		1268		8
131		30		7
131		69		7
131		76		7
131		78		7
131		85		7
131		89		7
131		123		7
131		151		7
131		169		7
131		289		7
131		329		7
131		377		7
131		443		7
131		548		7
131		552		7
131		560		7
131		595		7
131		635		7
131		662		7
131		688		7
131		701		7
131		740		7
131		820		7
131		823		7
131		825		7
131		951		7
131		1107		7
131		1214		7
131		1374		7
131		17		6
131		25		6
131		32		6
131		53		6
131		83		6
131		94		6
131		125		6
131		131		6
131		139		6
131		150		6
131		171		6
131		186		6
131		187		6
131		197		6
131		202		6
131		207		6
131		212		6
131		222		6
131		262		6
131		283		6
131		295		6
131		363		6
131		417		6
131		433		6
131		504		6
131		606		6
131		640		6
131		689		6
131		697		6
131		704		6
131		863		6
131		912		6
131		947		6
131		955		6
131		981		6
131		997		6
131		1029		6
131		1035		6
131		1046		6
131		1097		6
131		1113		6
131		1121		6
131		1196		6
131		1222		6
131		1239		6
131		1337		6
131		1352		6
131		1355		6
131		16		5
131		58		5
131		84		5
131		129		5
131		135		5
131		156		5
131		195		5
131		227		5
131		287		5
131		302		5
131		397		5
131		423		5
131		431		5
131		434		5
131		442		5
131		455		5
131		497		5
131		558		5
131		564		5
131		565		5
131		571		5
131		636		5
131		637		5
131		657		5
131		668		5
131		685		5
131		725		5
131		729		5
131		790		5
131		808		5
131		809		5
131		827		5
131		829		5
131		838		5
131		923		5
131		932		5
131		934		5
131		946		5
131		959		5
131		1014		5
131		1032		5
131		1062		5
131		1065		5
131		1082		5
131		1088		5
131		1106		5
131		1115		5
131		1119		5
131		1127		5
131		1130		5
131		1132		5
131		1151		5
131		1160		5
131		1172		5
131		1209		5
131		1228		5
131		1257		5
131		1258		5
131		1261		5
131		1277		5
131		1290		5
131		1302		5
131		1303		5
131		1307		5
131		1384		5
131		1397		5
131		1		4
131		47		4
131		63		4
131		81		4
131		99		4
131		121		4
131		140		4
131		170		4
131		179		4
131		189		4
131		191		4
131		193		4
131		196		4
131		225		4
131		232		4
131		255		4
131		263		4
131		271		4
131		280		4
131		304		4
131		309		4
131		334		4
131		345		4
131		348		4
131		350		4
131		372		4
131		395		4
131		399		4
131		409		4
131		413		4
131		453		4
131		503		4
131		519		4
131		520		4
131		540		4
131		556		4
131		567		4
131		569		4
131		585		4
131		597		4
131		599		4
131		600		4
131		605		4
131		683		4
131		710		4
131		714		4
131		720		4
131		807		4
131		821		4
131		822		4
131		836		4
131		856		4
131		867		4
131		871		4
131		888		4
131		894		4
131		902		4
131		941		4
131		954		4
131		976		4
131		984		4
131		996		4
131		1000		4
131		1004		4
131		1027		4
131		1049		4
131		1092		4
131		1100		4
131		1120		4
131		1143		4
131		1144		4
131		1148		4
131		1149		4
131		1155		4
131		1159		4
131		1161		4
131		1167		4
131		1171		4
131		1191		4
131		1212		4
131		1218		4
131		1231		4
131		1237		4
131		1241		4
131		1252		4
131		1264		4
131		1273		4
131		1278		4
131		1281		4
131		1282		4
131		1295		4
131		1316		4
131		1321		4
131		1359		4
131		1372		4
131		1375		4
131		1381		4
131		1398		4
131		11		3
131		38		3
131		39		3
131		55		3
131		57		3
131		62		3
131		70		3
131		72		3
131		73		3
131		77		3
131		80		3
131		110		3
131		112		3
131		113		3
131		126		3
131		141		3
131		152		3
131		155		3
131		160		3
131		167		3
131		173		3
131		177		3
131		178		3
131		188		3
131		201		3
131		205		3
131		220		3
131		230		3
131		237		3
131		243		3
131		244		3
131		245		3
131		252		3
131		256		3
131		261		3
131		265		3
131		277		3
131		286		3
131		306		3
131		307		3
131		311		3
131		343		3
131		344		3
131		347		3
131		352		3
131		354		3
131		369		3
131		370		3
131		373		3
131		374		3
131		376		3
131		389		3
131		435		3
131		460		3
131		461		3
131		464		3
131		469		3
131		474		3
131		482		3
131		484		3
131		494		3
131		496		3
131		502		3
131		513		3
131		517		3
131		535		3
131		538		3
131		557		3
131		562		3
131		563		3
131		566		3
131		576		3
131		594		3
131		608		3
131		610		3
131		621		3
131		622		3
131		627		3
131		630		3
131		642		3
131		645		3
131		646		3
131		653		3
131		663		3
131		671		3
131		675		3
131		678		3
131		679		3
131		686		3
131		695		3
131		724		3
131		741		3
131		743		3
131		752		3
131		753		3
131		755		3
131		764		3
131		766		3
131		770		3
131		772		3
131		773		3
131		776		3
131		791		3
131		801		3
131		811		3
131		812		3
131		813		3
131		824		3
131		826		3
131		830		3
131		839		3
131		844		3
131		845		3
131		846		3
131		848		3
131		857		3
131		858		3
131		870		3
131		901		3
131		911		3
131		929		3
131		956		3
131		961		3
131		964		3
131		966		3
131		968		3
131		974		3
131		975		3
131		985		3
131		986		3
131		999		3
131		1006		3
131		1040		3
131		1050		3
131		1067		3
131		1070		3
131		1078		3
131		1101		3
131		1112		3
131		1116		3
131		1123		3
131		1128		3
131		1129		3
131		1134		3
131		1141		3
131		1157		3
131		1173		3
131		1177		3
131		1178		3
131		1187		3
131		1198		3
131		1216		3
131		1220		3
131		1240		3
131		1246		3
131		1247		3
131		1248		3
131		1250		3
131		1269		3
131		1270		3
131		1275		3
131		1285		3
131		1292		3
131		1298		3
131		1314		3
131		1318		3
131		1319		3
131		1320		3
131		1325		3
131		1329		3
131		1336		3
131		1338		3
131		1356		3
131		1378		3
131		1382		3
131		1394		3
131		1395		3
131		1396		3
131		5		2
131		6		2
131		8		2
131		14		2
131		41		2
131		42		2
131		49		2
131		51		2
131		54		2
131		59		2
131		74		2
131		75		2
131		79		2
131		91		2
131		95		2
131		101		2
131		103		2
131		108		2
131		115		2
131		117		2
131		120		2
131		137		2
131		142		2
131		166		2
131		172		2
131		183		2
131		185		2
131		203		2
131		210		2
131		213		2
131		214		2
131		218		2
131		239		2
131		240		2
131		241		2
131		251		2
131		259		2
131		266		2
131		273		2
131		274		2
131		282		2
131		288		2
131		292		2
131		293		2
131		297		2
131		301		2
131		315		2
131		326		2
131		338		2
131		339		2
131		364		2
131		365		2
131		366		2
131		379		2
131		383		2
131		404		2
131		411		2
131		412		2
131		414		2
131		415		2
131		420		2
131		421		2
131		427		2
131		428		2
131		438		2
131		445		2
131		465		2
131		468		2
131		485		2
131		489		2
131		491		2
131		493		2
131		495		2
131		498		2
131		505		2
131		516		2
131		521		2
131		529		2
131		536		2
131		539		2
131		542		2
131		553		2
131		577		2
131		582		2
131		587		2
131		588		2
131		598		2
131		601		2
131		604		2
131		612		2
131		613		2
131		614		2
131		616		2
131		618		2
131		623		2
131		624		2
131		628		2
131		631		2
131		634		2
131		654		2
131		658		2
131		660		2
131		666		2
131		680		2
131		682		2
131		687		2
131		694		2
131		696		2
131		699		2
131		712		2
131		717		2
131		723		2
131		728		2
131		742		2
131		749		2
131		759		2
131		769		2
131		771		2
131		775		2
131		779		2
131		786		2
131		787		2
131		794		2
131		797		2
131		798		2
131		799		2
131		814		2
131		815		2
131		818		2
131		843		2
131		847		2
131		861		2
131		868		2
131		872		2
131		874		2
131		885		2
131		889		2
131		900		2
131		903		2
131		904		2
131		905		2
131		914		2
131		917		2
131		918		2
131		919		2
131		924		2
131		935		2
131		938		2
131		940		2
131		942		2
131		960		2
131		965		2
131		967		2
131		973		2
131		977		2
131		979		2
131		980		2
131		982		2
131		990		2
131		998		2
131		1003		2
131		1008		2
131		1030		2
131		1031		2
131		1037		2
131		1052		2
131		1061		2
131		1064		2
131		1069		2
131		1081		2
131		1090		2
131		1103		2
131		1104		2
131		1108		2
131		1109		2
131		1114		2
131		1126		2
131		1131		2
131		1133		2
131		1145		2
131		1146		2
131		1147		2
131		1150		2
131		1153		2
131		1166		2
131		1169		2
131		1175		2
131		1182		2
131		1184		2
131		1195		2
131		1210		2
131		1230		2
131		1234		2
131		1260		2
131		1262		2
131		1263		2
131		1271		2
131		1274		2
131		1293		2
131		1301		2
131		1306		2
131		1311		2
131		1324		2
131		1339		2
131		1341		2
131		1347		2
131		1351		2
131		1357		2
131		1358		2
131		1360		2
131		1364		2
131		1366		2
131		1369		2
131		1380		2
131		1386		2
131		1387		2
131		1390		2
131		10		1
131		12		1
131		13		1
131		19		1
131		22		1
131		23		1
131		28		1
131		33		1
131		34		1
131		35		1
131		36		1
131		37		1
131		43		1
131		45		1
131		48		1
131		50		1
131		52		1
131		60		1
131		61		1
131		71		1
131		82		1
131		88		1
131		93		1
131		97		1
131		102		1
131		104		1
131		109		1
131		111		1
131		116		1
131		118		1
131		128		1
131		136		1
131		143		1
131		145		1
131		146		1
131		147		1
131		148		1
131		154		1
131		175		1
131		176		1
131		184		1
131		198		1
131		204		1
131		209		1
131		216		1
131		217		1
131		219		1
131		221		1
131		223		1
131		228		1
131		233		1
131		236		1
131		238		1
131		242		1
131		257		1
131		258		1
131		272		1
131		275		1
131		276		1
131		279		1
131		300		1
131		305		1
131		308		1
131		319		1
131		324		1
131		325		1
131		327		1
131		331		1
131		335		1
131		336		1
131		340		1
131		342		1
131		355		1
131		358		1
131		360		1
131		371		1
131		381		1
131		391		1
131		400		1
131		407		1
131		418		1
131		426		1
131		432		1
131		439		1
131		446		1
131		448		1
131		454		1
131		456		1
131		457		1
131		459		1
131		462		1
131		466		1
131		467		1
131		480		1
131		481		1
131		488		1
131		492		1
131		501		1
131		508		1
131		511		1
131		514		1
131		528		1
131		530		1
131		547		1
131		549		1
131		550		1
131		554		1
131		561		1
131		568		1
131		573		1
131		574		1
131		583		1
131		584		1
131		586		1
131		591		1
131		593		1
131		602		1
131		609		1
131		611		1
131		626		1
131		629		1
131		632		1
131		644		1
131		649		1
131		651		1
131		652		1
131		655		1
131		669		1
131		670		1
131		692		1
131		693		1
131		698		1
131		703		1
131		705		1
131		713		1
131		716		1
131		722		1
131		726		1
131		730		1
131		734		1
131		745		1
131		747		1
131		748		1
131		750		1
131		757		1
131		761		1
131		763		1
131		782		1
131		796		1
131		800		1
131		802		1
131		804		1
131		816		1
131		819		1
131		831		1
131		833		1
131		840		1
131		841		1
131		850		1
131		853		1
131		859		1
131		860		1
131		878		1
131		881		1
131		887		1
131		890		1
131		893		1
131		897		1
131		898		1
131		907		1
131		920		1
131		922		1
131		926		1
131		933		1
131		943		1
131		962		1
131		963		1
131		970		1
131		972		1
131		988		1
131		992		1
131		1001		1
131		1002		1
131		1005		1
131		1007		1
131		1009		1
131		1010		1
131		1011		1
131		1033		1
131		1038		1
131		1045		1
131		1053		1
131		1060		1
131		1068		1
131		1072		1
131		1076		1
131		1080		1
131		1083		1
131		1087		1
131		1096		1
131		1098		1
131		1099		1
131		1110		1
131		1117		1
131		1137		1
131		1138		1
131		1139		1
131		1140		1
131		1158		1
131		1162		1
131		1163		1
131		1164		1
131		1165		1
131		1170		1
131		1185		1
131		1186		1
131		1192		1
131		1200		1
131		1202		1
131		1205		1
131		1206		1
131		1215		1
131		1226		1
131		1227		1
131		1235		1
131		1236		1
131		1238		1
131		1243		1
131		1244		1
131		1245		1
131		1249		1
131		1256		1
131		1265		1
131		1276		1
131		1287		1
131		1288		1
131		1291		1
131		1294		1
131		1300		1
131		1308		1
131		1310		1
131		1327		1
131		1328		1
131		1340		1
131		1343		1
131		1349		1
131		1362		1
131		1365		1
131		1367		1
131		1371		1
131		1373		1
131		1377		1
131		1383		1
131		1385		1
131		1392		1
131		1393		1
131		1400		1
132		827		14
132		1017		12
132		739		11
132		1013		11
132		1028		10
132		856		9
132		928		9
132		1015		9
132		1035		9
132		760		8
132		767		7
132		820		7
132		822		7
132		891		7
132		997		7
132		1021		7
132		1024		7
132		1025		7
132		1122		7
132		1127		7
132		740		6
132		761		6
132		857		6
132		888		6
132		950		6
132		957		6
132		1012		6
132		1026		6
132		1051		6
132		1052		6
132		400		5
132		572		5
132		640		5
132		642		5
132		951		5
132		952		5
132		1018		5
132		1023		5
132		1053		5
132		1119		5
132		1121		5
132		1131		5
132		1172		5
132		1277		5
132		123		4
132		202		4
132		270		4
132		289		4
132		464		4
132		588		4
132		741		4
132		743		4
132		766		4
132		769		4
132		823		4
132		825		4
132		830		4
132		871		4
132		885		4
132		887		4
132		889		4
132		897		4
132		956		4
132		1014		4
132		1019		4
132		1020		4
132		1027		4
132		1029		4
132		1031		4
132		1034		4
132		1039		4
132		1174		4
132		1177		4
132		1178		4
132		1199		4
132		1239		4
132		1400		4
132		29		3
132		77		3
132		128		3
132		164		3
132		199		3
132		207		3
132		225		3
132		277		3
132		421		3
132		443		3
132		497		3
132		544		3
132		576		3
132		610		3
132		744		3
132		824		3
132		829		3
132		831		3
132		839		3
132		858		3
132		859		3
132		862		3
132		863		3
132		894		3
132		907		3
132		912		3
132		915		3
132		927		3
132		932		3
132		937		3
132		948		3
132		991		3
132		1022		3
132		1037		3
132		1046		3
132		1050		3
132		1062		3
132		1120		3
132		1126		3
132		1146		3
132		1160		3
132		1173		3
132		1213		3
132		1214		3
132		1229		3
132		1337		3
132		1387		3
132		1396		3
132		1		2
132		2		2
132		11		2
132		15		2
132		31		2
132		33		2
132		45		2
132		55		2
132		56		2
132		61		2
132		70		2
132		73		2
132		78		2
132		83		2
132		85		2
132		101		2
132		151		2
132		157		2
132		171		2
132		197		2
132		198		2
132		204		2
132		216		2
132		221		2
132		222		2
132		256		2
132		267		2
132		287		2
132		293		2
132		294		2
132		297		2
132		327		2
132		334		2
132		352		2
132		365		2
132		366		2
132		409		2
132		412		2
132		419		2
132		433		2
132		453		2
132		455		2
132		465		2
132		491		2
132		549		2
132		550		2
132		560		2
132		563		2
132		564		2
132		574		2
132		657		2
132		662		2
132		667		2
132		695		2
132		716		2
132		722		2
132		727		2
132		729		2
132		753		2
132		763		2
132		801		2
132		805		2
132		833		2
132		837		2
132		838		2
132		840		2
132		843		2
132		866		2
132		886		2
132		890		2
132		898		2
132		911		2
132		919		2
132		926		2
132		935		2
132		936		2
132		941		2
132		946		2
132		954		2
132		967		2
132		1002		2
132		1016		2
132		1030		2
132		1032		2
132		1054		2
132		1068		2
132		1070		2
132		1071		2
132		1074		2
132		1075		2
132		1088		2
132		1099		2
132		1116		2
132		1117		2
132		1145		2
132		1152		2
132		1164		2
132		1167		2
132		1232		2
132		1246		2
132		1257		2
132		1258		2
132		1264		2
132		1269		2
132		1278		2
132		1290		2
132		1295		2
132		1313		2
132		1314		2
132		1317		2
132		1320		2
132		1336		2
132		1359		2
132		1362		2
132		1374		2
132		1384		2
132		1397		2
132		1399		2
132		8		1
132		9		1
132		10		1
132		17		1
132		25		1
132		30		1
132		37		1
132		38		1
132		39		1
132		41		1
132		42		1
132		47		1
132		51		1
132		57		1
132		60		1
132		71		1
132		74		1
132		75		1
132		79		1
132		80		1
132		82		1
132		84		1
132		90		1
132		97		1
132		99		1
132		105		1
132		108		1
132		110		1
132		112		1
132		118		1
132		121		1
132		126		1
132		129		1
132		131		1
132		142		1
132		147		1
132		148		1
132		160		1
132		167		1
132		170		1
132		178		1
132		185		1
132		186		1
132		187		1
132		193		1
132		195		1
132		196		1
132		212		1
132		220		1
132		228		1
132		233		1
132		240		1
132		241		1
132		243		1
132		251		1
132		257		1
132		261		1
132		272		1
132		273		1
132		279		1
132		283		1
132		288		1
132		295		1
132		303		1
132		307		1
132		319		1
132		329		1
132		330		1
132		337		1
132		344		1
132		345		1
132		347		1
132		355		1
132		363		1
132		369		1
132		370		1
132		371		1
132		390		1
132		391		1
132		397		1
132		401		1
132		407		1
132		418		1
132		420		1
132		425		1
132		427		1
132		428		1
132		432		1
132		434		1
132		442		1
132		446		1
132		448		1
132		456		1
132		466		1
132		469		1
132		472		1
132		474		1
132		489		1
132		496		1
132		503		1
132		507		1
132		508		1
132		514		1
132		518		1
132		521		1
132		522		1
132		525		1
132		531		1
132		538		1
132		546		1
132		548		1
132		552		1
132		556		1
132		557		1
132		561		1
132		571		1
132		578		1
132		581		1
132		585		1
132		593		1
132		605		1
132		606		1
132		609		1
132		612		1
132		613		1
132		614		1
132		624		1
132		626		1
132		635		1
132		639		1
132		644		1
132		653		1
132		658		1
132		660		1
132		663		1
132		675		1
132		678		1
132		680		1
132		688		1
132		690		1
132		711		1
132		714		1
132		720		1
132		721		1
132		725		1
132		726		1
132		730		1
132		742		1
132		747		1
132		757		1
132		758		1
132		765		1
132		772		1
132		775		1
132		777		1
132		781		1
132		782		1
132		797		1
132		799		1
132		804		1
132		808		1
132		809		1
132		814		1
132		826		1
132		836		1
132		844		1
132		845		1
132		847		1
132		848		1
132		861		1
132		864		1
132		865		1
132		869		1
132		870		1
132		884		1
132		892		1
132		899		1
132		901		1
132		903		1
132		917		1
132		929		1
132		942		1
132		947		1
132		953		1
132		955		1
132		959		1
132		964		1
132		974		1
132		975		1
132		993		1
132		994		1
132		996		1
132		1001		1
132		1006		1
132		1048		1
132		1055		1
132		1060		1
132		1067		1
132		1082		1
132		1104		1
132		1108		1
132		1109		1
132		1123		1
132		1125		1
132		1128		1
132		1130		1
132		1132		1
132		1134		1
132		1136		1
132		1144		1
132		1151		1
132		1153		1
132		1154		1
132		1161		1
132		1176		1
132		1181		1
132		1182		1
132		1184		1
132		1194		1
132		1196		1
132		1200		1
132		1201		1
132		1205		1
132		1209		1
132		1216		1
132		1219		1
132		1222		1
132		1224		1
132		1231		1
132		1233		1
132		1243		1
132		1251		1
132		1253		1
132		1267		1
132		1268		1
132		1271		1
132		1279		1
132		1281		1
132		1284		1
132		1288		1
132		1302		1
132		1304		1
132		1306		1
132		1309		1
132		1311		1
132		1321		1
132		1351		1
132		1352		1
132		1357		1
132		1358		1
132		1367		1
132		1369		1
132		1372		1
132		1377		1
132		1381		1
132		1388		1
132		1391		1
132		1392		1
132		1393		1
132		1398		1
133		827		13
133		856		12
133		739		11
133		928		11
133		1013		11
133		1028		11
133		760		10
133		1015		9
133		1017		9
133		1035		9
133		820		8
133		857		8
133		766		7
133		822		7
133		950		7
133		997		7
133		1019		7
133		1024		7
133		1122		7
133		1127		7
133		572		6
133		740		6
133		767		6
133		888		6
133		951		6
133		957		6
133		1012		6
133		1025		6
133		1026		6
133		1172		6
133		1214		6
133		123		5
133		207		5
133		588		5
133		761		5
133		823		5
133		836		5
133		858		5
133		887		5
133		891		5
133		932		5
133		1018		5
133		1023		5
133		1052		5
133		1053		5
133		1131		5
133		1177		5
133		1277		5
133		225		4
133		234		4
133		256		4
133		270		4
133		400		4
133		421		4
133		464		4
133		576		4
133		642		4
133		741		4
133		743		4
133		769		4
133		801		4
133		825		4
133		830		4
133		863		4
133		866		4
133		871		4
133		885		4
133		897		4
133		907		4
133		912		4
133		935		4
133		952		4
133		1014		4
133		1020		4
133		1021		4
133		1027		4
133		1029		4
133		1031		4
133		1034		4
133		1051		4
133		1066		4
133		1119		4
133		1121		4
133		1174		4
133		1178		4
133		1264		4
133		1269		4
133		1337		4
133		1		3
133		70		3
133		77		3
133		164		3
133		171		3
133		186		3
133		195		3
133		216		3
133		277		3
133		289		3
133		334		3
133		344		3
133		346		3
133		442		3
133		455		3
133		484		3
133		522		3
133		544		3
133		549		3
133		563		3
133		685		3
133		688		3
133		744		3
133		772		3
133		781		3
133		824		3
133		831		3
133		859		3
133		862		3
133		889		3
133		894		3
133		915		3
133		927		3
133		937		3
133		948		3
133		956		3
133		986		3
133		991		3
133		1016		3
133		1022		3
133		1037		3
133		1039		3
133		1070		3
133		1120		3
133		1126		3
133		1146		3
133		1160		3
133		1167		3
133		1173		3
133		1209		3
133		1213		3
133		1225		3
133		1239		3
133		1314		3
133		1387		3
133		1396		3
133		1400		3
133		2		2
133		11		2
133		15		2
133		17		2
133		25		2
133		29		2
133		30		2
133		31		2
133		33		2
133		37		2
133		41		2
133		42		2
133		45		2
133		56		2
133		61		2
133		73		2
133		74		2
133		83		2
133		84		2
133		99		2
133		101		2
133		112		2
133		128		2
133		157		2
133		167		2
133		170		2
133		173		2
133		179		2
133		197		2
133		198		2
133		204		2
133		206		2
133		220		2
133		257		2
133		267		2
133		271		2
133		293		2
133		297		2
133		329		2
133		330		2
133		347		2
133		369		2
133		372		2
133		411		2
133		412		2
133		413		2
133		418		2
133		419		2
133		420		2
133		433		2
133		441		2
133		443		2
133		494		2
133		518		2
133		520		2
133		550		2
133		552		2
133		610		2
133		640		2
133		644		2
133		658		2
133		663		2
133		666		2
133		667		2
133		675		2
133		689		2
133		695		2
133		704		2
133		716		2
133		722		2
133		727		2
133		729		2
133		753		2
133		763		2
133		829		2
133		833		2
133		837		2
133		839		2
133		840		2
133		845		2
133		847		2
133		869		2
133		886		2
133		890		2
133		911		2
133		926		2
133		936		2
133		941		2
133		946		2
133		954		2
133		967		2
133		974		2
133		984		2
133		996		2
133		1002		2
133		1006		2
133		1030		2
133		1032		2
133		1049		2
133		1050		2
133		1054		2
133		1062		2
133		1068		2
133		1071		2
133		1074		2
133		1075		2
133		1097		2
133		1117		2
133		1118		2
133		1145		2
133		1152		2
133		1153		2
133		1156		2
133		1161		2
133		1164		2
133		1196		2
133		1204		2
133		1205		2
133		1216		2
133		1232		2
133		1258		2
133		1263		2
133		1268		2
133		1278		2
133		1290		2
133		1295		2
133		1302		2
133		1336		2
133		1338		2
133		1352		2
133		1363		2
133		1392		2
133		1399		2
133		8		1
133		9		1
133		12		1
133		16		1
133		19		1
133		35		1
133		39		1
133		43		1
133		47		1
133		51		1
133		52		1
133		53		1
133		55		1
133		58		1
133		69		1
133		71		1
133		75		1
133		78		1
133		79		1
133		90		1
133		103		1
133		105		1
133		115		1
133		118		1
133		121		1
133		131		1
133		137		1
133		140		1
133		142		1
133		151		1
133		154		1
133		156		1
133		160		1
133		168		1
133		176		1
133		183		1
133		184		1
133		185		1
133		187		1
133		188		1
133		189		1
133		191		1
133		193		1
133		202		1
133		203		1
133		212		1
133		221		1
133		222		1
133		227		1
133		230		1
133		245		1
133		251		1
133		262		1
133		272		1
133		273		1
133		279		1
133		282		1
133		283		1
133		286		1
133		287		1
133		294		1
133		295		1
133		303		1
133		304		1
133		307		1
133		319		1
133		327		1
133		337		1
133		338		1
133		339		1
133		345		1
133		352		1
133		354		1
133		360		1
133		365		1
133		366		1
133		370		1
133		371		1
133		377		1
133		390		1
133		397		1
133		401		1
133		407		1
133		409		1
133		423		1
133		425		1
133		427		1
133		435		1
133		439		1
133		446		1
133		453		1
133		456		1
133		462		1
133		467		1
133		472		1
133		489		1
133		491		1
133		496		1
133		497		1
133		498		1
133		501		1
133		503		1
133		504		1
133		505		1
133		507		1
133		508		1
133		511		1
133		514		1
133		517		1
133		519		1
133		525		1
133		531		1
133		536		1
133		540		1
133		548		1
133		553		1
133		558		1
133		560		1
133		561		1
133		567		1
133		569		1
133		574		1
133		578		1
133		581		1
133		585		1
133		595		1
133		600		1
133		606		1
133		612		1
133		613		1
133		614		1
133		626		1
133		632		1
133		634		1
133		635		1
133		636		1
133		639		1
133		645		1
133		649		1
133		653		1
133		657		1
133		660		1
133		662		1
133		670		1
133		678		1
133		679		1
133		680		1
133		690		1
133		694		1
133		711		1
133		712		1
133		713		1
133		717		1
133		720		1
133		721		1
133		725		1
133		726		1
133		728		1
133		742		1
133		757		1
133		758		1
133		764		1
133		765		1
133		775		1
133		777		1
133		782		1
133		790		1
133		797		1
133		802		1
133		804		1
133		805		1
133		806		1
133		816		1
133		826		1
133		838		1
133		843		1
133		844		1
133		846		1
133		848		1
133		864		1
133		865		1
133		867		1
133		870		1
133		878		1
133		881		1
133		884		1
133		892		1
133		898		1
133		899		1
133		903		1
133		917		1
133		919		1
133		923		1
133		924		1
133		929		1
133		942		1
133		953		1
133		955		1
133		959		1
133		961		1
133		964		1
133		965		1
133		973		1
133		975		1
133		993		1
133		994		1
133		999		1
133		1001		1
133		1008		1
133		1040		1
133		1045		1
133		1046		1
133		1048		1
133		1055		1
133		1060		1
133		1067		1
133		1069		1
133		1076		1
133		1078		1
133		1080		1
133		1081		1
133		1082		1
133		1083		1
133		1088		1
133		1092		1
133		1098		1
133		1099		1
133		1108		1
133		1109		1
133		1110		1
133		1112		1
133		1116		1
133		1123		1
133		1125		1
133		1128		1
133		1132		1
133		1134		1
133		1136		1
133		1144		1
133		1151		1
133		1154		1
133		1155		1
133		1158		1
133		1159		1
133		1171		1
133		1176		1
133		1181		1
133		1184		1
133		1185		1
133		1186		1
133		1187		1
133		1192		1
133		1194		1
133		1195		1
133		1198		1
133		1199		1
133		1201		1
133		1212		1
133		1218		1
133		1219		1
133		1220		1
133		1222		1
133		1224		1
133		1227		1
133		1228		1
133		1230		1
133		1231		1
133		1233		1
133		1234		1
133		1237		1
133		1246		1
133		1251		1
133		1253		1
133		1261		1
133		1262		1
133		1267		1
133		1271		1
133		1279		1
133		1281		1
133		1284		1
133		1288		1
133		1298		1
133		1304		1
133		1309		1
133		1310		1
133		1317		1
133		1319		1
133		1324		1
133		1339		1
133		1341		1
133		1351		1
133		1357		1
133		1358		1
133		1359		1
133		1362		1
133		1364		1
133		1369		1
133		1372		1
133		1374		1
133		1378		1
133		1384		1
133		1388		1
133		1390		1
133		1391		1
133		1397		1
133		1398		1
134		820		23
134		1028		19
134		721		17
134		739		17
134		1119		17
134		195		16
134		827		16
